ADC1 ADC2 tv_sec tv_usec M_STAT M_POS LVDT_DL LVDT actual_speed
16777215 8399139 188 785032 16 10293380 0 0 -71533
16113326 8393346 188 805161 16 10291940 0 0 -71533
11847819 8390897 188 825289 16 10290500 0 0 -71533
11496556 8393358 188 845419 16 10289060 0 0 -71533
15971911 8400674 188 865547 16 10287620 0 0 -71533
16777215 8407431 188 885676 16 10286180 0 0 -71533
16777215 8412535 188 905804 16 10284741 0 0 -71533
16777215 8412786 188 925935 16 10283301 0 0 -71527
16777215 8408991 188 946062 16 10281861 0 0 -71534
16777215 8402332 188 966194 16 10280421 0 0 -71533
16777215 8395678 188 986319 16 10278981 0 0 -71535
13771543 8391759 189 6450 16 10277541 0 0 -71534
11159431 8391347 189 26578 16 10276101 0 0 -71534
12304630 8395047 189 46706 16 10274661 0 0 -71535
16777215 8402014 189 66834 16 10273222 0 0 -71530
16777215 8408400 189 86964 16 10271782 0 0 -71529
16777215 8412914 189 107092 16 10270342 0 0 -71534
16777215 8412752 189 127223 16 10268902 0 0 -71534
16777215 8407999 189 147351 16 10267462 0 0 -71534
16777215 8401342 189 167479 16 10266022 0 0 -71535
16777215 8395247 189 187608 16 10264582 0 0 -71534
13380854 8391410 189 207739 16 10263142 0 0 -71534
11145050 8391699 189 227867 16 10261703 0 0 -71529
12971548 8396218 189 247996 16 10260262 0 0 -71534
16777215 8403426 189 268125 16 10258823 0 0 -71533
16777215 8409767 189 288253 16 10257383 0 0 -71534
16777215 8413196 189 308384 16 10255943 0 0 -71533
16777215 8412076 189 328512 16 10254503 0 0 -71534
16777215 8407041 189 348640 16 10253063 0 0 -71534
16777215 8400405 189 368768 16 10251623 0 0 -71534
16477115 8393762 189 388899 16 10250183 0 0 -71533
12094316 8390919 189 409030 16 10248743 0 0 -71533
11451928 8393130 189 429158 16 10247303 0 0 -71538
14855736 8399132 189 449286 16 10245864 0 0 -71529
16777215 8406339 189 469415 16 10244423 0 0 -71539
16777215 8411664 189 489543 16 10242984 0 0 -71534
16777215 8412839 189 509672 16 10241544 0 0 -71534
16777215 8409172 189 529802 16 10240104 0 0 -71534
16777215 8401681 189 549931 16 10238664 0 0 -71533
16777215 8395207 189 570059 16 10237224 0 0 -71533
12984388 8391253 189 590192 16 10235784 0 0 -71533
11109336 8391885 189 610320 16 10234344 0 0 -71534
13481279 8396797 189 630450 16 10232904 0 0 -71533
16777215 8403812 189 650578 16 10231465 0 0 -71533
16777215 8410438 189 670707 16 10230025 0 0 -71528
16777215 8413165 189 690837 16 10228585 0 0 -71532
16777215 8411250 189 710965 16 10227145 0 0 -71533
16777215 8405864 189 731093 16 10225705 0 0 -71533
16777215 8398043 189 751223 16 10224265 0 0 -71533
15432578 8393015 189 771349 16 10222825 0 0 -71534
11698668 8390913 189 791481 16 10221385 0 0 -71534
11398316 8393049 189 811610 16 10219946 0 0 -71528
14592982 8398372 189 831737 16 10218506 0 0 -71530
16777215 8405170 189 851866 16 10217066 0 0 -71535
16777215 8410799 189 871996 16 10215626 0 0 -71534
16777215 8413106 189 892123 16 10214186 0 0 -71535
16777215 8411396 189 912252 16 10212746 0 0 -71535
16777215 8406598 189 932382 16 10211306 0 0 -71534
16777215 8398280 189 952511 16 10209866 0 0 -71534
15215005 8392879 189 972639 16 10208426 0 0 -71534
11753585 8390967 189 992771 16 10206987 0 0 -71529
11463204 8393161 190 12897 16 10205547 0 0 -71535
14711662 8398601 190 33028 16 10204107 0 0 -71533
16777215 8405272 190 53156 16 10202667 0 0 -71533
16777215 8411272 190 73284 16 10201227 0 0 -71534
16777215 8413234 190 93415 16 10199787 0 0 -71533
16777215 8410971 190 113543 16 10198347 0 0 -71533
16777215 8405489 190 133671 16 10196907 0 0 -71534
16777215 8398076 190 153799 16 10195467 0 0 -71534
15245022 8392943 190 173930 16 10194027 0 0 -71533
11801437 8390866 190 194058 16 10192588 0 0 -71534
11217270 8392502 190 214189 16 10191148 0 0 -71533
14057853 8397698 190 234317 16 10189708 0 0 -71534
16777215 8404239 190 254447 16 10188268 0 0 -71533
16777215 8410743 190 274575 16 10186828 0 0 -71533
16777215 8413207 190 294703 16 10185388 0 0 -71534
16777215 8410663 190 314834 16 10183948 0 0 -71533
16777215 8405677 190 334962 16 10182508 0 0 -71533
16777215 8398401 190 355090 16 10181068 0 0 -71533
15264403 8392935 190 375220 16 10179628 0 0 -71534
11663542 8390866 190 395351 16 10178189 0 0 -71533
11550316 8393444 190 415481 16 10176749 0 0 -71533
15304502 8399595 190 435609 16 10175309 0 0 -71533
16777215 8406294 190 455737 16 10173869 0 0 -71534
16777215 8411516 190 475868 16 10172429 0 0 -71533
16777215 8413270 190 495996 16 10170989 0 0 -71533
16777215 8410120 190 516124 16 10169549 0 0 -71534
16777215 8404856 190 536255 16 10168109 0 0 -71533
16777215 8398241 190 556383 16 10166670 0 0 -71528
15321509 8393013 190 576512 16 10165229 0 0 -71533
11736911 8390896 190 596641 16 10163790 0 0 -71534
11461912 8393154 190 616771 16 10162350 0 0 -71534
15115186 8399379 190 636898 16 10160910 0 0 -71534
16777215 8406283 190 657028 16 10159470 0 0 -71533
16777215 8411768 190 677154 16 10158030 0 0 -71535
16777215 8413003 190 697284 16 10156590 0 0 -71534
16777215 8408915 190 717413 16 10155151 0 0 -71529
16777215 8401986 190 737541 16 10153711 0 0 -71530
16777215 8395096 190 757670 16 10152271 0 0 -71535
12952753 8391282 190 777800 16 10150831 0 0 -71529
11095484 8391622 190 797928 16 10149391 0 0 -71534
12830584 8395608 190 818059 16 10147951 0 0 -71534
16777215 8402055 190 838188 16 10146511 0 0 -71534
16777215 8407955 190 858316 16 10145071 0 0 -71535
16777215 8412495 190 878444 16 10143631 0 0 -71534
16777215 8412828 190 898574 16 10142191 0 0 -71534
16777215 8408832 190 918703 16 10140752 0 0 -71534
16777215 8401951 190 938831 16 10139312 0 0 -71534
16777215 8394972 190 958962 16 10137871 0 0 -71538
12689964 8391125 190 979089 16 10136432 0 0 -71534
11174027 8392111 190 999217 16 10134992 0 0 -71534
13516401 8396552 191 19349 16 10133552 0 0 -71534
16777215 8403591 191 39477 16 10132112 0 0 -71534
16777215 8409814 191 59605 16 10130672 0 0 -71534
16777215 8413013 191 79735 16 10129233 0 0 -71528
16777215 8411781 191 99863 16 10127792 0 0 -71534
16777215 8406504 191 119992 16 10126352 0 0 -71539
16777215 8400512 191 140121 16 10124913 0 0 -71534
16564946 8393860 191 160250 16 10123473 0 0 -71529
12308538 8391018 191 180380 16 10122033 0 0 -71533
11197737 8392234 191 200508 16 10120593 0 0 -71533
14003801 8397482 191 220640 16 10119153 0 0 -71533
16777215 8403875 191 240769 16 10117713 0 0 -71533
16777215 8410122 191 260898 16 10116273 0 0 -71532
16777215 8413047 191 281028 16 10114833 0 0 -71538
16777215 8411715 191 301156 16 10113393 0 0 -71533
16777215 8406343 191 321284 16 10111954 0 0 -71528
16777215 8398796 191 341414 16 10110514 0 0 -71533
15377580 8392938 191 361543 16 10109074 0 0 -71533
11661040 8390869 191 381671 16 10107634 0 0 -71533
11577378 8393504 191 401802 16 10106194 0 0 -71533
15790440 8400148 191 421930 16 10104754 0 0 -71534
16777215 8408051 191 442059 16 10103314 0 0 -71534
16777215 8412697 191 462186 16 10101874 0 0 -71535
16777215 8412628 191 482316 16 10100434 0 0 -71534
16777215 8408677 191 502444 16 10098995 0 0 -71529
16777215 8402255 191 522573 16 10097555 0 0 -71534
16777215 8395462 191 542701 16 10096115 0 0 -71535
13144590 8391324 191 562831 16 10094675 0 0 -71534
11071931 8391602 191 582959 16 10093235 0 0 -71534
12887104 8395974 191 603090 16 10091795 0 0 -71534
16777215 8402886 191 623218 16 10090355 0 0 -71534
16777215 8409240 191 643346 16 10088915 0 0 -71535
16777215 8412975 191 663477 16 10087476 0 0 -71528
16777215 8411858 191 683605 16 10086036 0 0 -71529
16777215 8406315 191 703733 16 10084596 0 0 -71534
16777215 8398902 191 723862 16 10083156 0 0 -71534
15138781 8392658 191 743992 16 10081716 0 0 -71533
11536287 8391010 191 764120 16 10080276 0 0 -71534
11751430 8393800 191 784250 16 10078836 0 0 -71533
15781054 8400288 191 804378 16 10077396 0 0 -71534
16777215 8407446 191 824510 16 10075956 0 0 -71533
16777215 8412099 191 844638 16 10074517 0 0 -71528
16777215 8413091 191 864766 16 10073076 0 0 -71539
16777215 8409946 191 884896 16 10071637 0 0 -71533
16777215 8403118 191 905026 16 10070196 0 0 -71538
16777215 8396048 191 925151 16 10068756 0 0 -71539
13139401 8391320 191 945282 16 10067317 0 0 -71534
11110249 8391757 191 965410 16 10065877 0 0 -71534
13141402 8396235 191 985540 16 10064437 0 0 -71534
16777215 8402374 192 5668 16 10062997 0 0 -71534
16777215 8409534 192 25801 16 10061557 0 0 -71533
16777215 8412882 192 45929 16 10060117 0 0 -71538
16777215 8412011 192 66057 16 10058677 0 0 -71533
16777215 8406737 192 86187 16 10057238 0 0 -71533
16777215 8400267 192 106316 0 10055798 0 0 -71529
16777215 8394459 192 126445 0 10054364 0 0 -71497
12275140 8390926 192 146574 0 10052942 0 0 -71414
11132462 8392200 192 166703 0 10051532 0 0 -71264
14073353 8397802 192 186832 0 10050134 0 0 -71056
16777215 8404930 192 206962 0 10048747 0 0 -70792
16777215 8410588 192 227090 0 10047372 0 0 -70471
16777215 8413110 192 247219 0 10046009 0 0 -70088
16777215 8411685 192 267347 0 10044658 0 0 -69646
16777215 8406889 192 287475 0 10043319 0 0 -69150
16777215 8400401 192 307605 0 10041991 0 0 -68593
16777215 8395163 192 327734 0 10040676 0 0 -68002
13001771 8391362 192 347862 0 10039372 0 0 -67416
11147677 8391358 192 367991 0 10038079 0 0 -66835
12317983 8394870 192 388120 0 10036799 0 0 -66248
16276984 8400516 192 408248 0 10035530 0 0 -65662
16777215 8406701 192 428377 0 10034274 0 0 -65071
16777215 8411207 192 448506 0 10033028 0 0 -64490
16777215 8413000 192 468636 0 10031795 0 0 -63903
16777215 8411674 192 488765 0 10030574 0 0 -63317
16777215 8406856 192 508893 0 10029364 0 0 -62731
16777215 8402097 192 529024 0 10028166 0 0 -62149
16777215 8396209 192 549152 0 10026980 0 0 -61563
14626482 8392653 192 569281 0 10025806 0 0 -60972
11733661 8391270 192 589408 0 10024643 0 0 -60391
11539561 8392680 192 609540 0 10023492 0 0 -59804
13873859 8396851 192 629668 0 10022354 0 0 -59218
16777215 8402172 192 649798 4 10021226 0 0 -58632
16777215 8408096 192 669927 4 10020111 0 0 -58045
16777215 8411535 192 690055 0 10019007 0 0 -57464
16777215 8412917 192 710184 0 10017915 0 0 -56878
16777215 8411331 192 730313 0 10016836 0 0 -56287
16777215 8407197 192 750442 0 10015767 0 0 -55706
16777215 8402283 192 770571 4 10014711 0 0 -55119
16777215 8396747 192 790700 4 10013667 0 0 -54528
14928657 8392899 192 810830 4 10012634 0 0 -53942
11769069 8390956 192 830961 4 10011613 0 0 -53360
11063782 8392025 192 851089 4 10010603 0 0 -52774
13247678 8396325 192 871218 0 10009606 0 0 -52188
16777215 8400748 192 891347 0 10008620 0 0 -51602
16777215 8406017 192 911476 0 10007647 0 0 -51010
16777215 8409542 192 931605 4 10006687 0 0 -50419
16777215 8412429 192 951734 4 10005781 0 0 -49610
16777215 8413165 192 971863 4 10004940 0 0 -48541
16777215 8413030 192 991992 4 10004166 0 0 -47200
16777215 8411368 193 12122 4 10003457 0 0 -45591
16777215 8408833 193 32251 4 10002815 0 0 -43708
16777215 8406991 193 52379 0 10002239 0 0 -41552
16777215 8404392 193 72507 0 10001728 0 0 -39138
16777215 8403723 193 92635 0 10001284 0 0 -36445
16777215 8401615 193 112764 0 10000906 0 0 -33489
16777215 8401872 193 132893 0 10000593 0 0 -30275
16777215 8402121 193 153023 0 10000347 0 0 -26996
16777215 8404899 193 173150 0 10000166 0 0 -23717
16777215 8407805 193 193279 0 10000051 0 0 -20443
16777215 8410524 193 213408 0 10000003 0 0 -17160
16777215 8411861 193 233537 32 10000000 0 0 -13985
