wavelength (nm),Intensity (%)
503.744713062624,1.3204839709095921
503.8998453832636,1.3204839709095921
504.0549777039032,1.3204839709095921
504.2101100245428,1.3204839709095921
504.3652423451824,1.3204839709095921
504.52037466582203,1.3204839709095921
504.67550698646164,1.3204839709095921
504.83063930710125,1.3204839709095921
504.98577162774086,1.3204839709095921
505.14090394838047,1.3204839709095921
505.2960362690201,1.3204839709095921
505.45116858965963,1.3204839709095921
505.60630091029924,1.3204839709095921
505.76143323093885,1.3204839709095921
505.91656555157846,1.3204839709095921
506.07169787221807,1.3204839709095921
506.2268301928577,1.3204839709095921
506.3819625134973,1.3204839709095921
506.5370948341369,1.3204839709095921
506.6922271547765,1.3204839709095921
506.8473594754161,1.3204839709095921
507.0024917960557,1.3204839709095921
507.15762411669533,1.3204839709095921
507.31275643733494,1.3204839709095921
507.46788875797455,1.3204839709095921
507.62302107861416,1.3204839709095921
507.77815339925377,1.3204839709095921
507.9332857198933,1.3204839709095921
508.08841804053293,1.3204839709095921
508.24355036117254,1.3204839709095921
508.39868268181215,1.3204839709095921
508.55381500245176,1.3204839709095921
508.70894732309137,1.3204839709095921
508.864079643731,1.3204839709095921
509.0192119643706,1.3204839709095921
509.1743442850102,1.3204839709095921
509.3294766056498,1.3204839709095921
509.4846089262894,1.3204839709095921
509.639741246929,1.3204839709095921
509.79487356756863,1.3204839709095921
509.95000588820824,1.3204839709095921
510.10513820884785,1.3204839709095921
510.26027052948746,1.3204839709095921
510.41540285012707,1.3204839709095921
510.5705351707667,1.3204839709095921
510.7256674914062,1.3204839709095921
510.88079981204584,1.3204839709095921
511.03593213268545,1.3204839709095921
511.19106445332505,1.3204839709095921
511.34619677396466,1.3204839709095921
511.5013290946043,1.3204839709095921
511.6564614152439,1.3204839709095921
511.8115937358835,1.3204839709095921
511.9667260565231,1.3204839709095921
512.1218583771627,1.3204839709095921
512.2769906978023,1.3204839709095921
512.4321230184419,1.3204839709095921
512.5872553390815,1.0793138310015564
512.7423876597211,1.0793138310015564
512.8975199803607,1.0793138310015564
513.0526523010003,1.3204839709095921
513.2077846216399,1.3204839709095921
513.3629169422795,1.3204839709095921
513.5180492629191,1.3204839709095921
513.6731815835587,1.3204839709095921
513.8283139041984,1.3204839709095921
513.983446224838,1.3204839709095921
514.1385785454776,1.3204839709095921
514.2937108661172,1.3204839709095921
514.4488431867568,1.3204839709095921
514.6039755073964,1.3204839709095921
514.759107828036,1.3204839709095921
514.9142401486756,1.3204839709095921
515.0693724693152,1.3204839709095921
515.2245047899548,1.3204839709095921
515.3796371105944,1.3204839709095921
515.534769431234,1.3204839709095921
515.6899017518737,1.3204839709095921
515.8450340725133,1.3204839709095921
516.0001663931529,1.3204839709095921
516.1552987137925,1.3204839709095921
516.3104310344321,1.3204839709095921
516.4655633550717,1.3204839709095921
516.6206956757113,1.3204839709095921
516.7758279963509,1.3204839709095921
516.9309603169905,1.3204839709095921
517.0860926376301,1.3204839709095921
517.2412249582696,1.3204839709095921
517.3963572789092,1.3204839709095921
517.5514895995489,1.3204839709095921
517.7066219201885,1.3204839709095921
517.8617542408281,1.3204839709095921
518.0168865614677,1.3204839709095921
518.1720188821073,1.3204839709095921
518.3271512027469,1.3204839709095921
518.4822835233865,1.3204839709095921
518.6374158440261,1.3204839709095921
518.7925481646657,1.3204839709095921
518.9476804853053,1.3204839709095921
519.102812805945,1.3204839709095921
519.2579451265846,1.3204839709095921
519.4130774472242,1.3204839709095921
519.5682097678638,1.3204839709095921
519.7233420885034,1.3204839709095921
519.878474409143,1.3204839709095921
520.0336067297826,1.3204839709095921
520.1887390504222,1.3204839709095921
520.3438713710618,1.3204839709095921
520.4990036917014,1.3204839709095921
520.654136012341,1.3204839709095921
520.8092683329807,1.3204839709095921
520.9644006536203,1.3204839709095921
521.1195329742599,1.3204839709095921
521.2746652948995,1.0793138310015564
521.4297976155391,1.0793138310015564
521.5849299361787,1.0793138310015564
521.7400622568183,1.3204839709095921
521.8951945774579,1.3204839709095921
522.0503268980975,1.3204839709095921
522.2054592187371,1.3204839709095921
522.3605915393766,1.3204839709095921
522.5157238600162,1.3204839709095921
522.6708561806558,1.3204839709095921
522.8259885012955,1.3204839709095921
522.9811208219351,1.3204839709095921
523.1362531425747,1.3204839709095921
523.2913854632143,1.3204839709095921
523.4465177838539,1.3204839709095921
523.6016501044935,1.3204839709095921
523.7567824251331,1.3204839709095921
523.9119147457727,1.3204839709095921
524.0670470664123,1.3204839709095921
524.2221793870519,1.3204839709095921
524.3773117076915,1.3204839709095921
524.5324440283312,1.3204839709095921
524.6875763489708,1.3204839709095921
524.8427086696104,1.3204839709095921
524.99784099025,1.3204839709095921
525.1529733108896,1.3204839709095921
525.3081056315292,1.3204839709095921
525.4632379521688,1.3204839709095921
525.6183702728084,1.3204839709095921
525.773502593448,1.3204839709095921
525.9286349140876,1.3204839709095921
526.0837672347272,1.3204839709095921
526.2388995553669,1.3204839709095921
526.3940318760065,1.3204839709095921
526.5491641966461,1.3204839709095921
526.7042965172857,1.3204839709095921
526.8594288379253,1.3204839709095921
527.0145611585649,1.3204839709095921
527.1696934792045,1.3204839709095921
527.3248257998441,1.3204839709095921
527.4799581204836,1.3204839709095921
527.6350904411232,1.3204839709095921
527.7902227617628,1.3204839709095921
527.9453550824024,1.3204839709095921
528.100487403042,1.3204839709095921
528.2556197236817,1.3204839709095921
528.4107520443213,1.3204839709095921
528.5658843649609,1.3204839709095921
528.7210166856005,1.3204839709095921
528.8761490062401,1.3204839709095921
529.0312813268797,1.3204839709095921
529.1864136475193,1.3204839709095921
529.3415459681589,1.3204839709095921
529.4966782887985,1.3204839709095921
529.6518106094381,1.3204839709095921
529.8069429300778,1.0793138310015564
529.9620752507174,1.0793138310015564
530.117207571357,1.0793138310015564
530.2723398919966,1.3204839709095921
530.4274722126362,1.3204839709095921
530.5826045332758,1.5616541108176278
530.7377368539154,1.5616541108176278
530.892869174555,1.5616541108176278
531.0480014951946,1.5616541108176278
531.2031338158342,1.5616541108176278
531.3582661364738,1.5616541108176278
531.5133984571135,1.5616541108176278
531.6685307777531,1.5616541108176278
531.8236630983927,1.5616541108176278
531.9787954190323,1.5616541108176278
532.1339277396719,1.5616541108176278
532.2890600603115,1.5616541108176278
532.4441923809511,1.5616541108176278
532.5993247015906,1.5616541108176278
532.7544570222303,1.5616541108176278
532.9095893428698,1.5616541108176278
533.0647216635094,1.5616541108176278
533.219853984149,1.5616541108176278
533.3749863047886,1.8028242507256493
533.5301186254283,1.8028242507256493
533.6852509460679,2.043994390633685
533.8403832667075,2.043994390633685
533.9955155873471,2.043994390633685
534.1506479079867,2.043994390633685
534.3057802286263,2.043994390633685
534.4609125492659,2.043994390633685
534.6160448699055,2.2851645305417208
534.7711771905451,2.5263346704497565
534.9263095111847,2.767504810357778
535.0814418318243,2.767504810357778
535.236574152464,3.2498450901738494
535.3917064731036,3.2498450901738494
535.5468387937432,3.491015230081885
535.7019711143828,3.732185369989921
535.8571034350224,4.214525649805978
536.012235755662,4.455695789714014
536.1673680763016,5.179206209438107
536.3225003969412,5.661546489254178
536.4776327175808,6.385056908978271
536.6327650382204,6.626227048886307
536.78789735886,7.832077748426471
536.9430296794997,9.037928447966635
537.0981620001393,9.761438867690728
537.2532943207789,11.208459707138928
537.4084266414185,12.414310406679093
537.5635589620581,14.102501386035314
537.7186912826976,14.826011805759407
537.8738236033373,18.202393764471864
538.0289559239768,18.92590418419597
538.1840882446164,22.30228614290843
538.339220565256,24.95515768189678
538.4943528858956,26.884518801161036
538.6494852065352,29.5373903401494
538.8046175271749,31.707921599321693
538.9597498478145,34.843133418126115
539.1148821684541,37.254834817206444
539.2700144890937,40.14887649610284
539.4251468097333,43.04291817499922
539.5802791303729,45.69578971398758
539.7354114510125,48.348661252975944
539.8905437716521,53.41323419104462
540.0456760922917,54.13674461076872
540.2008084129313,58.23663698920527
540.355940733571,60.16599810846954
540.5110730542106,62.818869647457895
540.6662053748502,64.02472034699807
540.8213376954898,66.67759188598642
540.9764700161294,67.64227244561854
541.131602336769,69.5716335648828
541.2867346574086,71.7421648240551
541.4418669780482,72.22450510387117
541.5969992986878,73.43035580341133
541.7521316193274,73.67152594331935
541.907263939967,74.6362065029515
542.0623962606066,74.87737664285953
542.2175285812463,75.60088706258362
542.3726609018859,75.84205720249165
542.5277932225255,76.08322734239968
542.6829255431651,76.32439748230772
542.8380578638047,76.08322734239968
542.9931901844443,75.84205720249165
543.1483225050838,75.60088706258362
543.3034548257234,75.35971692267559
543.458587146363,74.87737664285953
543.6137194670026,74.6362065029515
543.7688517876422,73.91269608322739
543.9239841082818,73.67152594331935
544.0791164289215,72.70684538368724
544.2342487495611,72.22450510387117
544.3893810702007,71.018654404331
544.5445133908403,70.53631412451494
544.6996457114799,68.84812314515871
544.8547780321195,68.12461272543462
545.0099103527591,66.43642174607838
545.1650426733987,64.74823076672216
545.3201749940383,63.542380067181995
545.4753073146779,61.3718488080097
545.6304396353175,59.9248279685615
545.7855719559572,57.51312656948118
545.9407042765968,55.82493559012495
546.0958365972364,53.65440433095266
546.250968917876,51.96621335159643
546.4061012385156,47.14281055343578
546.5612335591552,44.97227929426349
546.7163658797948,42.56057789518316
546.8714982004344,39.9077063561948
547.026630521074,37.49600495711448
547.1817628417136,35.325473697942186
547.3368951623532,32.67260215895382
547.4920274829929,30.743241039689565
547.6471598036325,28.331539640609236
547.8022921242721,26.643348661253015
547.9574244449117,23.99047712226465
548.1125567655513,21.096435443368264
548.2676890861908,20.372925023644157
548.4228214068305,17.237713204839736
548.57795372747,16.03186250529957
548.7330860481096,14.34367152594335
548.8882183687492,13.378990966311221
549.0433506893888,11.931970126863021
549.1984830100284,11.208459707138928
549.353615330668,9.761438867690728
549.5087476513077,8.314418028242528
549.6638799719473,7.832077748426471
549.8190122925869,6.867397188794342
549.9741446132265,6.385056908978271
550.1292769338661,5.902716629162214
550.2844092545057,5.420376349346142
550.4395415751453,4.938036069530085
550.5946738957849,4.696865929622049
550.7498062164245,4.214525649805978
550.9049385370641,3.9733555098979423
